[09:22:36]===============================================================
[09:22:36]     START MEASURE :: 아이스 아메리카노
[14:15:31]     STOP MEASURE :: 아이스 아메리카노
[14:15:31]     TAKT TIME :: 61.94 sec
[14:15:31]===============================================================



[14:15:31]===============================================================
[14:15:31]     START MEASURE :: 바닐라라떼
[14:15:31]---------------------------------------------------------------
[14:15:31]  START CUP           : 0.20 sec
[14:15:34]  READY CUP           : 2.80 sec
[14:15:37]  DISPENSE CUP        : 2.93 sec
[14:15:39]  START SYRUP         : 1.66 sec
[14:15:41]  READY SYRUP         : 1.99 sec
[14:15:42]  DISPENSE SYRUP         : 1.34 sec
[14:15:42]  START COFFEE         : 0.19 sec
[14:16:17]  DISPENSE COFFEE         : 35.23 sec
[14:16:18]  START OUTLET         : 0.19 sec
[14:16:26]  READY OUTLET         : 8.19 sec
[14:16:29]  DISPENSE OUTLET         : 3.62 sec
[14:16:29]     STOP MEASURE :: 바닐라라떼
[14:16:29]     TAKT TIME :: 58.36 sec
[14:16:29]===============================================================



[14:17:04]===============================================================
[14:17:04]     START MEASURE :: 아이스 바닐라라떼
[14:17:04]---------------------------------------------------------------
[14:17:04]  START CUP           : 0.21 sec
[14:17:07]  READY CUP           : 3.47 sec
[14:17:10]  DISPENSE CUP        : 2.60 sec
[14:17:12]  START ICE           : 2.20 sec
[14:17:14]  READY ICE           : 2.15 sec
[14:17:17]  DISPENSE ICE        : 3.01 sec
[14:17:18]  START SYRUP         : 0.16 sec
[14:17:21]  READY SYRUP         : 3.20 sec
[14:17:22]  DISPENSE SYRUP         : 1.28 sec
[14:17:22]  START COFFEE         : 0.20 sec
[14:17:54]  DISPENSE COFFEE         : 31.39 sec
[14:17:54]  START OUTLET         : 0.20 sec
[14:18:00]  READY OUTLET         : 5.93 sec
[14:18:04]  DISPENSE OUTLET         : 4.27 sec
[14:18:04]     STOP MEASURE :: 아이스 바닐라라떼
[14:18:04]     TAKT TIME :: 60.28 sec
[14:18:04]===============================================================



[14:18:04]===============================================================
[14:18:04]     START MEASURE :: 아이스 헤이즐넛 아메
[14:18:04]---------------------------------------------------------------
[14:18:05]  START CUP           : 0.19 sec
[14:18:07]  READY CUP           : 2.81 sec
[14:18:10]  DISPENSE CUP        : 2.86 sec
[14:18:12]  START ICE           : 1.80 sec
[14:18:14]  READY ICE           : 2.13 sec
[14:18:19]  DISPENSE ICE        : 4.60 sec
[14:18:19]  START SYRUP         : 0.20 sec
[14:18:22]  READY SYRUP         : 3.20 sec
[14:18:23]  DISPENSE SYRUP         : 0.78 sec
[14:18:23]  START COFFEE         : 0.22 sec
[14:18:52]  DISPENSE COFFEE         : 29.21 sec
[14:18:53]  START OUTLET         : 0.19 sec
[14:19:01]  READY OUTLET         : 8.20 sec
[14:19:04]  DISPENSE OUTLET         : 3.61 sec
[14:19:04]     STOP MEASURE :: 아이스 헤이즐넛 아메
[14:19:04]     TAKT TIME :: 60.00 sec
[14:19:04]===============================================================



[14:19:05]===============================================================
[14:19:05]     START MEASURE :: 아이스 아메리카노
[14:19:05]---------------------------------------------------------------
[14:19:05]  START CUP           : 0.21 sec
[14:19:08]  READY CUP           : 3.53 sec
[14:19:11]  DISPENSE CUP        : 2.78 sec
[14:19:13]  START ICE           : 2.22 sec
[14:19:16]  READY ICE           : 2.19 sec
[14:19:20]  DISPENSE ICE        : 4.47 sec
[14:19:20]  START COFFEE         : 0.20 sec
[14:19:53]  DISPENSE COFFEE         : 33.20 sec
[14:19:54]  START OUTLET         : 0.20 sec
[14:20:00]  READY OUTLET         : 6.74 sec
[14:20:05]  DISPENSE OUTLET         : 4.39 sec
[14:20:05]     STOP MEASURE :: 아이스 아메리카노
[14:20:05]     TAKT TIME :: 60.13 sec
[14:20:05]===============================================================



[14:20:05]===============================================================
[14:20:05]     START MEASURE :: 아이스 바닐라라떼
[14:20:05]---------------------------------------------------------------
[14:20:05]  START CUP           : 0.20 sec
[14:20:08]  READY CUP           : 2.80 sec
[14:20:11]  DISPENSE CUP        : 2.93 sec
[14:20:13]  START ICE           : 1.67 sec
[14:20:15]  READY ICE           : 2.13 sec
[14:20:18]  DISPENSE ICE        : 3.00 sec
[14:20:18]  START SYRUP         : 0.19 sec
[14:20:21]  READY SYRUP         : 3.20 sec
[14:20:22]  DISPENSE SYRUP         : 1.22 sec
[14:20:23]  START COFFEE         : 0.19 sec
[14:20:53]  DISPENSE COFFEE         : 30.00 sec
[14:20:53]  START OUTLET         : 0.20 sec
[14:21:01]  READY OUTLET         : 8.21 sec
[14:21:05]  DISPENSE OUTLET         : 3.60 sec
[14:21:05]     STOP MEASURE :: 아이스 바닐라라떼
[14:21:05]     TAKT TIME :: 59.54 sec
[14:21:05]===============================================================



[14:21:05]===============================================================
[14:21:05]     START MEASURE :: 아이스 아메리카노
[14:21:05]---------------------------------------------------------------
[14:21:05]  START CUP           : 0.20 sec
[14:21:09]  READY CUP           : 3.53 sec
[14:21:11]  DISPENSE CUP        : 2.81 sec
[14:21:13]  START ICE           : 2.05 sec
[14:21:16]  READY ICE           : 2.14 sec
[14:21:20]  DISPENSE ICE        : 4.46 sec
[14:21:20]  START COFFEE         : 0.20 sec
[14:21:54]  DISPENSE COFFEE         : 34.14 sec
[14:21:55]  START OUTLET         : 0.19 sec
[14:22:00]  READY OUTLET         : 5.81 sec
[14:22:05]  DISPENSE OUTLET         : 4.26 sec
[14:22:05]     STOP MEASURE :: 아이스 아메리카노
[14:22:05]     TAKT TIME :: 59.80 sec
[14:22:05]===============================================================



[14:22:05]===============================================================
[14:22:05]     START MEASURE :: 아이스 아메리카노
[14:22:05]---------------------------------------------------------------
[14:22:05]  START CUP           : 0.20 sec
[14:22:08]  READY CUP           : 2.80 sec
[14:22:11]  DISPENSE CUP        : 3.00 sec
[14:22:13]  START ICE           : 1.67 sec
[14:22:15]  READY ICE           : 2.13 sec
[14:22:19]  DISPENSE ICE        : 4.47 sec
[14:22:19]  START COFFEE         : 0.20 sec
[14:22:53]  DISPENSE COFFEE         : 33.13 sec
[14:22:53]  START OUTLET         : 0.20 sec
[14:23:01]  READY OUTLET         : 8.27 sec
[14:23:05]  DISPENSE OUTLET         : 3.53 sec
[14:23:05]     STOP MEASURE :: 아이스 아메리카노
[14:23:05]     TAKT TIME :: 59.60 sec
[14:23:05]===============================================================



[14:23:05]===============================================================
[14:23:05]     START MEASURE :: 카페라떼
[14:23:05]---------------------------------------------------------------
[14:23:05]  START CUP           : 0.19 sec
[14:23:09]  READY CUP           : 3.54 sec
[14:23:11]  DISPENSE CUP        : 2.81 sec
[14:23:13]  START COFFEE         : 2.06 sec
[14:23:15]  READY COFFEE         : 1.74 sec
[14:23:50]  DISPENSE COFFEE         : 35.21 sec
[14:23:51]  START OUTLET         : 0.19 sec
[14:23:56]  READY OUTLET         : 5.81 sec
[14:24:01]  DISPENSE OUTLET         : 4.26 sec
[14:24:01]     STOP MEASURE :: 카페라떼
[14:24:01]     TAKT TIME :: 55.80 sec
[14:24:01]===============================================================



[14:25:35]===============================================================
[14:25:35]     START MEASURE :: 아이스 아메리카노
[14:25:35]---------------------------------------------------------------
[14:25:35]  START CUP           : 0.19 sec
[14:25:38]  READY CUP           : 2.81 sec
[14:25:41]  DISPENSE CUP        : 2.88 sec
[14:25:43]  START ICE           : 1.79 sec
[14:25:45]  READY ICE           : 2.13 sec
[14:25:49]  DISPENSE ICE        : 4.46 sec
[14:25:49]  START COFFEE         : 0.20 sec
[14:26:23]  DISPENSE COFFEE         : 33.14 sec
[14:26:23]  START OUTLET         : 0.20 sec
[14:26:31]  READY OUTLET         : 8.21 sec
[14:26:35]  DISPENSE OUTLET         : 3.60 sec
[14:26:35]     STOP MEASURE :: 아이스 아메리카노
[14:26:35]     TAKT TIME :: 59.60 sec
[14:26:35]===============================================================



[14:26:35]===============================================================
[14:26:35]     START MEASURE :: 아이스 아메리카노
[14:26:35]---------------------------------------------------------------
[14:26:35]  START CUP           : 0.19 sec
[14:26:39]  READY CUP           : 3.54 sec
[14:26:41]  DISPENSE CUP        : 2.81 sec
[14:26:44]  START ICE           : 2.19 sec
[14:26:46]  READY ICE           : 2.07 sec
[14:26:50]  DISPENSE ICE        : 4.53 sec
[14:26:50]  START COFFEE         : 0.21 sec
[14:27:25]  DISPENSE COFFEE         : 34.19 sec
[14:27:25]  START OUTLET         : 0.20 sec
[14:27:31]  READY OUTLET         : 5.79 sec
[14:27:35]  DISPENSE OUTLET         : 4.29 sec
[14:27:35]     STOP MEASURE :: 아이스 아메리카노
[14:27:35]     TAKT TIME :: 60.00 sec
[14:27:35]===============================================================



[14:28:02]===============================================================
[14:28:02]     START MEASURE :: 아이스 아메리카노
[14:28:02]---------------------------------------------------------------
[14:28:02]  START CUP           : 0.20 sec
[14:28:05]  READY CUP           : 2.80 sec
[14:28:08]  DISPENSE CUP        : 2.81 sec
[14:28:10]  START ICE           : 1.78 sec
[14:28:12]  READY ICE           : 2.14 sec
[14:28:16]  DISPENSE ICE        : 4.60 sec
[14:28:17]  START COFFEE         : 0.21 sec
[14:28:51]  DISPENSE COFFEE         : 34.81 sec
[14:28:52]  START OUTLET         : 0.18 sec
[14:28:59]  READY OUTLET         : 7.20 sec
[14:29:02]  DISPENSE OUTLET         : 3.59 sec
[14:29:02]     STOP MEASURE :: 아이스 아메리카노
[14:29:02]     TAKT TIME :: 60.33 sec
[14:29:02]===============================================================



[14:29:03]===============================================================
[14:29:03]     START MEASURE :: 아이스 아메리카노
[14:29:03]---------------------------------------------------------------
[14:29:03]  START CUP           : 0.20 sec
[14:29:06]  READY CUP           : 3.55 sec
[14:29:09]  DISPENSE CUP        : 2.78 sec
[14:29:11]  START ICE           : 2.20 sec
[14:29:14]  READY ICE           : 2.21 sec
[14:29:18]  DISPENSE ICE        : 4.46 sec
[14:29:18]  START COFFEE         : 0.19 sec
[14:29:51]  DISPENSE COFFEE         : 33.15 sec
[14:29:52]  START OUTLET         : 0.19 sec
[14:29:58]  READY OUTLET         : 6.81 sec
[14:30:03]  DISPENSE OUTLET         : 4.39 sec
[14:30:03]     STOP MEASURE :: 아이스 아메리카노
[14:30:03]     TAKT TIME :: 60.13 sec
[14:30:03]===============================================================



[14:30:03]===============================================================
[14:30:03]     START MEASURE :: 아이스 아메리카노
[14:30:03]---------------------------------------------------------------
[14:30:03]  START CUP           : 0.20 sec
[14:30:06]  READY CUP           : 2.80 sec
[14:30:09]  DISPENSE CUP        : 2.81 sec
[14:30:11]  START ICE           : 1.73 sec
[14:30:13]  READY ICE           : 2.19 sec
[14:30:17]  DISPENSE ICE        : 4.47 sec
[14:30:17]  START COFFEE         : 0.19 sec
[14:30:51]  DISPENSE COFFEE         : 33.95 sec
[14:30:52]  START OUTLET         : 0.19 sec
[14:30:58]  READY OUTLET         : 6.40 sec
[14:31:02]  DISPENSE OUTLET         : 3.60 sec
[14:31:02]     STOP MEASURE :: 아이스 아메리카노
[14:31:02]     TAKT TIME :: 58.54 sec
[14:31:02]===============================================================



[14:31:02]===============================================================
[14:31:02]     START MEASURE :: 아이스 헤이즐넛 아메
[14:31:02]---------------------------------------------------------------
[14:31:02]  START CUP           : 0.19 sec
[14:31:06]  READY CUP           : 3.53 sec
[14:31:08]  DISPENSE CUP        : 2.81 sec
[14:31:11]  START ICE           : 2.20 sec
[14:31:13]  READY ICE           : 2.19 sec
[14:31:17]  DISPENSE ICE        : 4.47 sec
[14:31:17]  START SYRUP         : 0.20 sec
[14:31:21]  READY SYRUP         : 3.21 sec
[14:31:21]  DISPENSE SYRUP         : 0.80 sec
[14:31:22]  START COFFEE         : 0.20 sec
[14:31:52]  DISPENSE COFFEE         : 30.74 sec
[14:31:53]  START OUTLET         : 0.20 sec
[14:31:59]  READY OUTLET         : 6.81 sec
[14:32:04]  DISPENSE OUTLET         : 4.26 sec
[14:32:04]     STOP MEASURE :: 아이스 헤이즐넛 아메
[14:32:04]     TAKT TIME :: 61.80 sec
[14:32:04]===============================================================



[14:32:04]===============================================================
[14:32:04]     START MEASURE :: 아이스 아메리카노
[14:32:04]---------------------------------------------------------------
[14:32:04]  START CUP           : 0.20 sec
[14:32:07]  READY CUP           : 2.80 sec
[14:32:10]  DISPENSE CUP        : 2.87 sec
[14:32:12]  START ICE           : 1.79 sec
[14:32:14]  READY ICE           : 2.13 sec
[14:32:18]  DISPENSE ICE        : 4.61 sec
[14:32:19]  START COFFEE         : 0.17 sec
[14:32:52]  DISPENSE COFFEE         : 33.83 sec
[14:32:53]  START OUTLET         : 0.20 sec
[14:32:59]  READY OUTLET         : 6.40 sec
[14:33:03]  DISPENSE OUTLET         : 3.60 sec
[14:33:03]     STOP MEASURE :: 아이스 아메리카노
[14:33:03]     TAKT TIME :: 58.60 sec
[14:33:03]===============================================================



[14:33:03]===============================================================
[14:33:03]     START MEASURE :: 아이스 아메리카노
[14:33:03]---------------------------------------------------------------
[14:33:03]  START CUP           : 0.19 sec
[14:33:07]  READY CUP           : 3.54 sec
[14:33:09]  DISPENSE CUP        : 2.79 sec
[14:33:11]  START ICE           : 2.07 sec
[14:33:14]  READY ICE           : 2.14 sec
[14:33:18]  DISPENSE ICE        : 4.46 sec
[14:33:18]  START COFFEE         : 0.20 sec
[14:33:53]  DISPENSE COFFEE         : 34.34 sec
[14:33:53]  START OUTLET         : 0.20 sec
[14:33:59]  READY OUTLET         : 5.81 sec
[14:34:03]  DISPENSE OUTLET         : 4.27 sec
[14:34:03]     STOP MEASURE :: 아이스 아메리카노
[14:34:03]     TAKT TIME :: 60.00 sec
[14:34:03]===============================================================



[14:36:01]===============================================================
[14:36:01]     START MEASURE :: 아메리카노
[14:36:01]---------------------------------------------------------------
[14:36:01]  START CUP           : 0.20 sec
[14:36:04]  READY CUP           : 2.81 sec
[14:36:07]  DISPENSE CUP        : 2.80 sec
[14:36:09]  START COFFEE         : 1.81 sec
[14:36:58]  DISPENSE COFFEE         : 48.72 sec
[14:36:58]  START OUTLET         : 0.20 sec
[14:37:05]  READY OUTLET         : 7.20 sec
[14:37:09]  DISPENSE OUTLET         : 3.60 sec
[14:37:09]     STOP MEASURE :: 아메리카노
[14:37:09]     TAKT TIME :: 67.34 sec
[14:37:09]===============================================================



[14:37:09]===============================================================
[14:37:09]     START MEASURE :: 아메리카노
[14:37:09]---------------------------------------------------------------
[14:37:09]  START CUP           : 0.19 sec
[14:37:13]  READY CUP           : 3.54 sec
[14:37:15]  DISPENSE CUP        : 2.81 sec
[14:37:17]  START COFFEE         : 2.05 sec
[14:38:05]  DISPENSE COFFEE         : 47.95 sec
[14:38:06]  START OUTLET         : 0.19 sec
[14:38:12]  READY OUTLET         : 6.81 sec
[14:38:17]  DISPENSE OUTLET         : 4.39 sec
[14:38:17]     STOP MEASURE :: 아메리카노
[14:38:17]     TAKT TIME :: 67.92 sec
[14:38:17]===============================================================



[14:38:56]===============================================================
[14:38:56]     START MEASURE :: 레몬에이드
[14:38:56]---------------------------------------------------------------
[14:38:56]  START CUP           : 0.19 sec
[14:38:59]  READY CUP           : 2.81 sec
[14:39:02]  DISPENSE CUP        : 2.92 sec
[14:39:03]  START ICE           : 1.66 sec
[14:39:06]  READY ICE           : 2.13 sec
[14:39:09]  DISPENSE ICE        : 3.47 sec
[14:39:09]  START SYRUP         : 0.20 sec
[14:39:12]  READY SYRUP         : 3.20 sec
[14:39:13]  DISPENSE SYRUP         : 0.95 sec
[14:39:14]  START SYRUP         : 0.19 sec
[14:39:14]  READY SYRUP         : 0.47 sec
[14:39:16]  DISPENSE SYRUP         : 1.60 sec
[14:39:16]  START OUTLET         : 0.21 sec
[14:39:24]  READY OUTLET         : 8.54 sec
[14:39:28]  DISPENSE OUTLET         : 3.59 sec
[14:39:28]     STOP MEASURE :: 레몬에이드
[14:39:28]     TAKT TIME :: 32.12 sec
[14:39:28]===============================================================



[14:39:28]===============================================================
[14:39:28]     START MEASURE :: 아이스 바닐라라떼
[14:39:28]---------------------------------------------------------------
[14:39:28]  START CUP           : 0.20 sec
[14:39:32]  READY CUP           : 3.54 sec
[14:39:35]  DISPENSE CUP        : 2.80 sec
[14:39:37]  START ICE           : 2.20 sec
[14:39:39]  READY ICE           : 2.20 sec
[14:39:42]  DISPENSE ICE        : 3.00 sec
[14:39:42]  START SYRUP         : 0.21 sec
[14:39:46]  READY SYRUP         : 3.19 sec
[14:39:47]  DISPENSE SYRUP         : 1.47 sec
[14:39:47]  START COFFEE         : 0.20 sec
[14:40:20]  DISPENSE COFFEE         : 32.33 sec
[14:40:20]  START OUTLET         : 0.20 sec
[14:40:27]  READY OUTLET         : 6.81 sec
[14:40:31]  DISPENSE OUTLET         : 4.28 sec
[14:40:31]     STOP MEASURE :: 아이스 바닐라라떼
[14:40:31]     TAKT TIME :: 62.62 sec
[14:40:31]===============================================================



[14:40:31]===============================================================
[14:40:31]     START MEASURE :: 아이스 바닐라라떼
[14:40:31]---------------------------------------------------------------
[14:40:31]  START CUP           : 0.21 sec
[14:40:34]  READY CUP           : 2.79 sec
[14:40:37]  DISPENSE CUP        : 2.86 sec
[14:40:39]  START ICE           : 1.73 sec
[14:40:41]  READY ICE           : 2.21 sec
[14:40:44]  DISPENSE ICE        : 2.99 sec
[14:40:44]  START SYRUP         : 0.21 sec
[14:40:47]  READY SYRUP         : 3.21 sec
[14:40:49]  DISPENSE SYRUP         : 1.39 sec
[14:40:49]  START COFFEE         : 0.20 sec
[14:41:22]  DISPENSE COFFEE         : 32.60 sec
[14:41:22]  START OUTLET         : 0.20 sec
[14:41:30]  READY OUTLET         : 8.20 sec
[14:41:34]  DISPENSE OUTLET         : 3.60 sec
[14:41:34]     STOP MEASURE :: 아이스 바닐라라떼
[14:41:34]     TAKT TIME :: 62.40 sec
[14:41:34]===============================================================



[14:41:34]===============================================================
[14:41:34]     START MEASURE :: 아메리카노
[14:41:34]---------------------------------------------------------------
[14:41:34]  START CUP           : 0.20 sec
[14:41:38]  READY CUP           : 3.53 sec
[14:41:40]  DISPENSE CUP        : 2.79 sec
[14:41:42]  START COFFEE         : 2.08 sec
[14:42:31]  DISPENSE COFFEE         : 48.95 sec
[14:42:32]  START OUTLET         : 0.19 sec
[14:42:38]  READY OUTLET         : 6.79 sec
[14:42:43]  DISPENSE OUTLET         : 4.28 sec
[14:42:43]     STOP MEASURE :: 아메리카노
[14:42:43]     TAKT TIME :: 68.80 sec
[14:42:43]===============================================================



[14:42:43]===============================================================
[14:42:43]     START MEASURE :: 아메리카노
[14:42:43]---------------------------------------------------------------
[14:42:43]  START CUP           : 0.20 sec
[14:42:46]  READY CUP           : 2.79 sec
[14:42:49]  DISPENSE CUP        : 2.67 sec
[14:42:50]  START COFFEE         : 1.80 sec
[14:43:39]  DISPENSE COFFEE         : 48.95 sec
[14:43:40]  START OUTLET         : 0.16 sec
[14:43:47]  READY OUTLET         : 7.30 sec
[14:43:50]  DISPENSE OUTLET         : 3.59 sec
[14:43:50]     STOP MEASURE :: 아메리카노
[14:43:50]     TAKT TIME :: 67.46 sec
[14:43:50]===============================================================



[14:43:51]===============================================================
[14:43:51]     START MEASURE :: 아이스 바닐라라떼
[14:43:51]---------------------------------------------------------------
[14:43:51]  START CUP           : 0.22 sec
[14:43:54]  READY CUP           : 3.46 sec
[14:43:57]  DISPENSE CUP        : 2.74 sec
[14:43:59]  START ICE           : 2.07 sec
[14:44:01]  READY ICE           : 2.15 sec
[14:44:04]  DISPENSE ICE        : 3.00 sec
[14:44:05]  START SYRUP         : 0.19 sec
[14:44:08]  READY SYRUP         : 3.20 sec
[14:44:09]  DISPENSE SYRUP         : 1.20 sec
[14:44:09]  START COFFEE         : 0.20 sec
[14:44:42]  DISPENSE COFFEE         : 32.40 sec
[14:44:42]  START OUTLET         : 0.20 sec
[14:44:49]  READY OUTLET         : 6.80 sec
[14:44:53]  DISPENSE OUTLET         : 4.28 sec
[14:44:53]     STOP MEASURE :: 아이스 바닐라라떼
[14:44:53]     TAKT TIME :: 62.10 sec
[14:44:53]===============================================================



[14:44:53]===============================================================
[14:44:53]     START MEASURE :: 아이스 바닐라라떼
[14:44:53]---------------------------------------------------------------
[14:44:53]  START CUP           : 0.21 sec
[14:44:56]  READY CUP           : 2.79 sec
[14:44:59]  DISPENSE CUP        : 2.67 sec
[14:45:01]  START ICE           : 1.79 sec
[14:45:03]  READY ICE           : 2.13 sec
[14:45:06]  DISPENSE ICE        : 3.00 sec
[14:45:06]  START SYRUP         : 0.20 sec
[14:45:09]  READY SYRUP         : 3.20 sec
[14:45:10]  DISPENSE SYRUP         : 1.21 sec
[14:45:11]  START COFFEE         : 0.19 sec
[14:45:40]  DISPENSE COFFEE         : 29.86 sec
[14:45:41]  START OUTLET         : 0.20 sec
[14:45:49]  READY OUTLET         : 8.20 sec
[14:45:52]  DISPENSE OUTLET         : 3.59 sec
[14:45:52]     STOP MEASURE :: 아이스 바닐라라떼
[14:45:52]     TAKT TIME :: 59.27 sec
[14:45:52]===============================================================



[14:45:53]===============================================================
[14:45:53]     START MEASURE :: 자몽에이드
[14:45:53]---------------------------------------------------------------
[14:45:53]  START CUP           : 0.20 sec
[14:45:56]  READY CUP           : 3.46 sec
[14:45:59]  DISPENSE CUP        : 2.73 sec
[14:46:01]  START ICE           : 2.21 sec
[14:46:04]  READY ICE           : 2.19 sec
[14:46:07]  DISPENSE ICE        : 3.47 sec
[14:46:07]  START SYRUP         : 0.20 sec
[14:46:10]  READY SYRUP         : 3.20 sec
[14:46:11]  DISPENSE SYRUP         : 0.80 sec
[14:46:11]  START SYRUP         : 0.20 sec
[14:46:12]  READY SYRUP         : 0.53 sec
[14:46:13]  DISPENSE SYRUP         : 1.41 sec
[14:46:14]  START OUTLET         : 0.19 sec
[14:46:21]  READY OUTLET         : 7.07 sec
[14:46:25]  DISPENSE OUTLET         : 4.34 sec
[14:46:25]     STOP MEASURE :: 자몽에이드
[14:46:25]     TAKT TIME :: 32.20 sec
[14:46:25]===============================================================



[14:46:25]===============================================================
[14:46:25]     START MEASURE :: 아이스 아메리카노
[14:46:25]---------------------------------------------------------------
[14:46:25]  START CUP           : 0.20 sec
[14:46:28]  READY CUP           : 2.80 sec
[14:46:31]  DISPENSE CUP        : 2.80 sec
[14:46:33]  START ICE           : 1.81 sec
[14:46:35]  READY ICE           : 2.13 sec
[14:46:40]  DISPENSE ICE        : 4.59 sec
[14:46:40]  START COFFEE         : 0.21 sec
[14:47:12]  DISPENSE COFFEE         : 32.61 sec
[14:47:13]  START OUTLET         : 0.35 sec
[14:47:21]  READY OUTLET         : 8.24 sec
[14:47:25]  DISPENSE OUTLET         : 3.60 sec
[14:47:25]     STOP MEASURE :: 아이스 아메리카노
[14:47:25]     TAKT TIME :: 59.34 sec
[14:47:25]===============================================================



[14:47:25]===============================================================
[14:47:25]     START MEASURE :: 아이스 헤이즐넛 아메
[14:47:25]---------------------------------------------------------------
[14:47:25]  START CUP           : 0.19 sec
[14:47:29]  READY CUP           : 3.54 sec
[14:47:31]  DISPENSE CUP        : 2.81 sec
[14:47:33]  START ICE           : 2.05 sec
[14:47:36]  READY ICE           : 2.14 sec
[14:47:40]  DISPENSE ICE        : 4.47 sec
[14:47:40]  START SYRUP         : 0.20 sec
[14:47:43]  READY SYRUP         : 3.20 sec
[14:47:44]  DISPENSE SYRUP         : 1.00 sec
[14:47:45]  START COFFEE         : 0.20 sec
[14:48:12]  DISPENSE COFFEE         : 27.75 sec
[14:48:13]  START OUTLET         : 0.19 sec
[14:48:18]  READY OUTLET         : 5.81 sec
[14:48:23]  DISPENSE OUTLET         : 4.26 sec
[14:48:23]     STOP MEASURE :: 아이스 헤이즐넛 아메
[14:48:23]     TAKT TIME :: 57.79 sec
[14:48:23]===============================================================



[14:50:56]===============================================================
[14:50:56]     START MEASURE :: 아이스 아메리카노
[14:50:56]---------------------------------------------------------------
[14:50:56]  START CUP           : 0.20 sec
[14:50:59]  READY CUP           : 2.81 sec
[14:51:02]  DISPENSE CUP        : 2.80 sec
[14:51:04]  START ICE           : 1.74 sec
[14:51:06]  READY ICE           : 2.20 sec
[14:51:10]  DISPENSE ICE        : 4.47 sec
[14:51:11]  START COFFEE         : 0.20 sec
[14:51:45]  DISPENSE COFFEE         : 33.93 sec
[14:51:45]  START OUTLET         : 0.20 sec
[14:51:52]  READY OUTLET         : 7.20 sec
[14:51:56]  DISPENSE OUTLET         : 3.60 sec
[14:51:56]     STOP MEASURE :: 아이스 아메리카노
[14:51:56]     TAKT TIME :: 59.33 sec
[14:51:56]===============================================================



[14:54:43]===============================================================
[14:54:43]     START MEASURE :: 아이스 아메리카노
[14:54:43]---------------------------------------------------------------
[14:54:43]  START CUP           : 0.19 sec
[14:54:47]  READY CUP           : 3.54 sec
[14:54:50]  DISPENSE CUP        : 2.80 sec
[14:54:52]  START ICE           : 2.20 sec
[14:54:54]  READY ICE           : 2.20 sec
[14:54:59]  DISPENSE ICE        : 4.46 sec
[14:54:59]  START COFFEE         : 0.21 sec
[14:55:31]  DISPENSE COFFEE         : 32.54 sec
[14:55:32]  START OUTLET         : 0.18 sec
[14:55:37]  READY OUTLET         : 5.82 sec
[14:55:42]  DISPENSE OUTLET         : 4.39 sec
[14:55:42]     STOP MEASURE :: 아이스 아메리카노
[14:55:42]     TAKT TIME :: 58.54 sec
[14:55:42]===============================================================



[14:55:42]===============================================================
[14:55:42]     START MEASURE :: 아이스 아메리카노
[14:55:42]---------------------------------------------------------------
[14:55:42]  START CUP           : 0.20 sec
[14:55:45]  READY CUP           : 2.80 sec
[14:55:48]  DISPENSE CUP        : 2.93 sec
[14:55:50]  START ICE           : 1.67 sec
[14:55:52]  READY ICE           : 2.14 sec
[14:55:56]  DISPENSE ICE        : 4.46 sec
[14:55:56]  START COFFEE         : 0.20 sec
[14:56:29]  DISPENSE COFFEE         : 32.95 sec
[14:56:30]  START OUTLET         : 0.18 sec
[14:56:37]  READY OUTLET         : 7.28 sec
[14:56:40]  DISPENSE OUTLET         : 3.58 sec
[14:56:40]     STOP MEASURE :: 아이스 아메리카노
[14:56:40]     TAKT TIME :: 58.40 sec
[14:56:40]===============================================================



[15:03:43]===============================================================
[15:03:43]     START MEASURE :: 자몽에이드
[15:03:43]---------------------------------------------------------------
[15:03:43]  START CUP           : 0.20 sec
[15:03:46]  READY CUP           : 3.47 sec
[15:03:49]  DISPENSE CUP        : 2.74 sec
[15:03:51]  START ICE           : 2.06 sec
[15:03:53]  READY ICE           : 2.14 sec
[15:03:57]  DISPENSE ICE        : 3.47 sec
[15:03:57]  START SYRUP         : 0.19 sec
[15:04:00]  READY SYRUP         : 3.20 sec
[15:04:01]  DISPENSE SYRUP         : 0.61 sec
[15:04:01]  START SYRUP         : 0.19 sec
[15:04:02]  READY SYRUP         : 0.54 sec
[15:04:03]  DISPENSE SYRUP         : 1.60 sec
[15:04:03]  START OUTLET         : 0.20 sec
[15:04:11]  READY OUTLET         : 7.46 sec
[15:04:15]  DISPENSE OUTLET         : 4.34 sec
[15:04:15]     STOP MEASURE :: 자몽에이드
[15:04:15]     TAKT TIME :: 32.40 sec
[15:04:15]===============================================================



[15:06:49]===============================================================
[15:06:49]     START MEASURE :: 아이스 아메리카노
[15:06:49]---------------------------------------------------------------
[15:06:49]  START CUP           : 0.21 sec
[15:06:52]  READY CUP           : 2.80 sec
[15:06:54]  DISPENSE CUP        : 2.79 sec
[15:06:56]  START ICE           : 1.80 sec
[15:06:58]  READY ICE           : 2.14 sec
[15:07:03]  DISPENSE ICE        : 4.58 sec
[15:07:03]  START COFFEE         : 0.21 sec
[15:07:34]  DISPENSE COFFEE         : 31.21 sec
[15:07:35]  START OUTLET         : 0.18 sec
